name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
new york,2022-10-26T10:00:00,18.5,18.5,17.2,92.25,0,0,,0,0,13,7.2,75,1010.5,100,7,140,0.5,1,,Overcast,cloudy,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-26T11:00:00,18.8,18.8,17.7,93.45,0,0,,0,0,14,1.8,12,1010.3,100,7.8,161,0.6,2,,Overcast,cloudy,"D9152,72505394728,KEWR,KLGA,KNYC,72503014732"
new york,2022-10-26T12:00:00,19.7,19.7,17.1,84.86,0,0,,0,0,16.2,1.8,352,1010.3,100,9.7,136,0.5,1,,Overcast,cloudy,"D9152,72505394728,KEWR,KLGA,KNYC,72503014732"
new york,2022-10-26T13:00:00,20.8,20.8,17.3,80.48,0,0,,0,0,19.4,6.9,325,1008.9,96.2,10.7,198,0.7,2,,Overcast,cloudy,"D9152,72505394728,KEWR,KLGA,KNYC,72503014732"
new york,2022-10-26T14:00:00,21.2,21.2,17.7,80.24,0,0,,0,0,15.5,0,0,1008,88.9,12.3,430,1.5,4,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-26T15:00:00,22.5,22.5,17,71.15,0,0,,0,0,19.1,9.8,210,1007.1,88.9,16,237,0.9,2,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-26T16:00:00,22.4,22.4,17.1,71.9,0,0,,0,0,16.2,9.6,201,1006.6,95.7,16,137,0.5,1,,Overcast,cloudy,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-26T17:00:00,21.5,21.5,17.1,75.94,0,0,,0,0,15.5,8.3,172,1006.4,95.7,16,54,0.2,1,,Overcast,cloudy,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-26T18:00:00,19.8,19.8,17,83.81,0,0,,0,0,15.1,8.6,177,1006.7,88.8,16,12,0,0,,Partially cloudy,partly-cloudy-night,"D9152,72505394728,KEWR,KLGA,KNYC,72503014732"
new york,2022-10-26T19:00:00,19.2,19.2,16.6,84.81,0,0,,0,0,20.2,9.4,207,1007.2,88.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-26T20:00:00,19,19,15.8,81.34,0,0,,0,0,23.8,13.4,226,1007.8,80.1,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-26T21:00:00,19,19,15.4,79.61,0,0,,0,0,25.6,17.2,246,1007.9,73.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-26T22:00:00,18.2,18.2,12.7,70.51,0,0,,0,0,24.5,13.2,264,1008.5,32.3,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-26T23:00:00,17,17,11.9,71.52,0,0,,0,0,29.5,12.4,256,1008.8,10.5,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T00:00:00,16.2,16.2,11.5,73.44,0,0,,0,0,22,7,307,1009.2,4.4,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T01:00:00,16,16,11,72.11,0,0,,0,0,22.3,10.3,246,1009.7,4.4,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T02:00:00,15.6,15.6,10.8,73.16,0,0,,0,0,23.4,5.9,307,1010.4,4.4,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T03:00:00,15.1,15.1,10.9,75.71,0,0,,0,0,22.7,5.9,315,1011.2,4.4,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T04:00:00,15.3,15.3,10.6,73.68,0,0,,0,0,23.8,11.8,288,1011.9,4.4,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T05:00:00,14.6,14.6,10.4,76.09,0,0,,0,0,24.1,8,288,1012.7,4.4,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T06:00:00,14.6,14.6,9.8,73.35,0,0,,0,0,23.8,9.5,277,1013.5,4.4,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T07:00:00,14.7,14.7,9.8,72.48,0,0,,0,0,25.2,7.3,334,1014.4,4.4,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T08:00:00,14.2,14.2,8.3,67.57,0,0,,0,0,38.5,17.7,304,1016.3,10.5,16,21,0.1,0,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T09:00:00,14.4,14.4,7,61.15,0,0,,0,0,38.9,14.7,320,1018,10.5,16,192,0.7,2,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T10:00:00,15,15,5.9,54.44,0,0,,0,0,40.2,20.1,342,1018.7,10.5,16,358,1.3,4,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T11:00:00,15.5,15.5,5.1,49.85,0,0,,0,0,46.2,19.5,310,1019.7,10.5,16,495,1.8,5,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T12:00:00,16.9,16.9,5.5,46.99,0,0,,0,0,33,19.6,342,1020.3,4.4,16,573,2.1,6,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T13:00:00,17.5,17.5,5.2,44.21,0,0,,0,0,37.1,13.8,338,1020.6,4.4,16,595,2.1,6,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T14:00:00,18.2,18.2,3.2,36.72,0,0,,0,0,36.7,13.5,360,1020.3,0,16,557,2,6,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T15:00:00,18.5,18.5,2.8,35.11,0,0,,0,0,25.9,18.4,354,1020.4,0,16,476,1.7,5,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T16:00:00,18.2,18.2,1.9,33.55,0,0,,0,0,38.9,15.8,343,1021,0,16,344,1.2,3,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T17:00:00,17.6,17.6,0.9,32.41,0,0,,0,0,29.2,16.7,24,1021.8,4.4,16,181,0.7,2,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T18:00:00,17.1,17.1,0.4,32.44,0,0,,0,0,25.6,14.4,358,1023.1,10.5,16,28,0.1,0,,Clear,clear-night,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T19:00:00,16.3,16.3,0.7,34.82,0,0,,0,0,35.3,19.7,13,1024.2,10.5,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T20:00:00,14.9,14.9,-0.6,34.65,0,0,,0,0,29.2,15.7,26,1025.3,6.1,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T21:00:00,13.8,13.8,0.3,39.5,0,0,,0,0,33.1,20.2,20,1026.1,6.1,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T22:00:00,13.2,13.2,0.5,41.94,0,0,,0,0,32,21.7,9,1027.1,6.1,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-27T23:00:00,12,12,1,46.91,0,0,,0,0,31,15,12,1027.8,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T00:00:00,11.8,11.8,1.1,47.62,0,0,,0,0,29.9,14.5,8,1028.5,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T01:00:00,11,11,1,50.36,0,0,,0,0,28.4,14.3,4,1029.2,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T02:00:00,10.5,10.5,1.5,53.51,0,0,,0,0,27.7,14.1,360,1029.8,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T03:00:00,9.6,7.5,1.5,57.01,0,0,,0,0,31,14.3,360,1029.8,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T04:00:00,9.1,6.8,1.8,60.36,0,0,,0,0,31.3,14.7,42,1030.3,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T05:00:00,8.2,5.6,0.2,57.39,0,0,,0,0,29.5,15.3,35,1030.8,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T06:00:00,8,5.4,0.2,58.19,0,0,,0,0,29.5,15.3,35,1031.6,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T07:00:00,7.4,4.4,0.1,60.02,0,0,,0,0,29.9,16.8,33,1032.2,15.6,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T08:00:00,7.4,4.5,0.2,60.37,0,0,,0,0,29.5,15.9,35,1032.9,27.9,16,53,0.2,1,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T09:00:00,8.5,5.8,0.2,55.98,0,0,,0,0,30.1,16.4,41,1033.6,27.9,16,179,0.6,2,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T10:00:00,9.6,7.2,0.8,54.4,0,0,,0,0,38.9,16.8,54,1034,34.2,16,330,1.2,3,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T11:00:00,10.9,10.9,0,46.98,0,0,,0,0,27.7,16.4,38,1033.9,34.2,16,431,1.6,4,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T12:00:00,11.5,11.5,0.8,47.73,0,0,,0,0,27.7,18.9,52,1033.9,34.2,16,454,1.6,5,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T13:00:00,12.2,12.2,1.3,47.45,0,0,,0,0,28.1,16,58,1033.4,34.2,16,526,1.9,5,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T14:00:00,13,13,0.9,43.58,0,0,,0,0,25.6,10.6,52,1032.8,34.2,16,378,1.4,4,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T15:00:00,13.3,13.3,-0.3,39.16,0,0,,0,0,24.5,8.8,50,1032.4,34.2,16,337,1.2,3,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T16:00:00,13.7,13.7,-0.8,36.71,0,0,,0,0,22.3,10,64,1032.3,34.2,16,233,0.8,2,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T17:00:00,12.9,12.9,0.5,42.48,0,0,,0,0,20.5,10.6,52,1032.5,34.2,16,96,0.3,1,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T18:00:00,12.4,12.4,-0.3,41.72,0,0,,0,0,16.2,4.1,40,1032.6,34.2,16,19,0.1,0,,Partially cloudy,partly-cloudy-night,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T19:00:00,11.7,11.7,1.1,48.15,0,0,,0,0,14,7.3,38,1032.5,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T20:00:00,10.6,10.6,1.4,53.03,0,0,,0,0,13.3,6.9,48,1032.9,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T21:00:00,10.7,10.7,1.7,53.6,0,0,,0,0,14.4,3.3,27,1032.6,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T22:00:00,10.7,10.7,2.9,58.57,0,0,,0,0,15.1,8,51,1032.8,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-28T23:00:00,10.4,10.4,1.8,55.02,0,0,,0,0,15.8,6.9,28,1033.1,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T00:00:00,9.4,8.2,1.9,59.38,0,0,,0,0,16.9,8.5,27,1032.8,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T01:00:00,9,8,2.2,62.34,0,0,,0,0,17.6,7.3,49,1032.6,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T02:00:00,8.3,7.3,2.7,67.6,0,0,,0,0,18.7,6.8,10,1032.7,27.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T03:00:00,8.1,6.4,2.9,69.6,0,0,,0,0,19.8,10.1,28,1032.4,19.2,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T04:00:00,7.8,6.2,2.6,69.77,0,0,,0,0,20.5,8.9,14,1032.3,19.2,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T05:00:00,7.7,5.4,1.4,64.73,0,0,,0,0,20.9,12.8,22,1032.2,14.1,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T06:00:00,7.2,5.4,1.4,66.52,0,0,,0,0,20.9,9.6,14,1031.8,10.5,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T07:00:00,6.3,4.7,1.5,71.31,0,0,,0,0,20.2,8,16,1031.4,10.5,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T08:00:00,7.1,5.2,1.7,68.22,0,0,,0,0,19.8,10,4,1031.8,10.5,16,30,0.1,0,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T09:00:00,8,6,2.3,67.13,0,0,,0,0,20.5,11.6,23,1032.2,15.6,16,177,0.6,2,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T10:00:00,9.5,8,2.9,63.77,0,0,,0,0,22,10.2,39,1032.6,15.6,16,385,1.4,4,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T11:00:00,10.8,10.8,3.6,61.12,0,0,,0,0,22,9.2,41,1032.5,15.6,16,507,1.8,5,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T12:00:00,11.9,11.9,3.8,57.65,0,0,,0,0,19.1,11,60,1032.2,15.6,16,571,2.1,6,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T13:00:00,12.7,12.7,3.3,52.87,0,0,,0,0,16.2,10.1,60,1031.2,10.5,16,597,2.1,6,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T14:00:00,13.7,13.7,3.5,50.11,0,0,,0,0,14,13.7,47,1030.8,10.5,16,564,2,6,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T15:00:00,14.5,14.5,2.9,45.72,0,0,,0,0,19.1,8.9,70,1030,10.5,16,474,1.7,5,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T16:00:00,14.4,14.4,3,46.24,0,0,,0,0,16.2,2.6,0,1029.6,10.5,16,338,1.2,3,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T17:00:00,14.5,14.5,1.5,41.42,0,0,,0,0,13.3,5,22,1029.4,10.5,16,152,0.5,2,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T18:00:00,13.5,13.5,1.5,43.89,0,0,,0,0,9,2.1,29,1029.1,10.5,16,20,0.1,0,,Clear,clear-night,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T19:00:00,12.1,12.1,2.9,53.51,0,0,,0,0,8.6,2.6,55,1029.1,10.5,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T20:00:00,12,12,2,50.33,0,0,,0,0,7.6,3.6,353,1029,4.4,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T21:00:00,11.5,11.5,2.5,53.82,0,0,,0,0,8.3,1.2,328,1028.4,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T22:00:00,11.3,11.3,4.5,62.94,0,0,,0,0,10.1,4.5,295,1028.4,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-29T23:00:00,10.3,10.3,4.8,68.92,0,0,,0,0,13.3,0,0,1028,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T00:00:00,10.5,10.5,3.7,62.81,0,0,,0,0,15.5,1.2,10,1027.6,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T01:00:00,9.5,9.5,3.5,66.28,0,0,,0,0,16.2,0,0,1027.4,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T02:00:00,9.1,9.1,3.8,69.64,0,0,,0,0,16.2,3.3,323,1026.8,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T03:00:00,8.1,8.1,3.6,73.6,0,0,,0,0,18,1.2,7,1026.6,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T04:00:00,7.5,7.5,3.5,75.92,0,0,,0,0,17.3,1.7,7,1025.9,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T05:00:00,7.4,7.4,3.7,77.4,0,0,,0,0,16.2,0,0,1025.8,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T06:00:00,6.7,6.7,2.9,77.16,0,0,,0,0,15.5,2.7,7,1025.4,0,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T07:00:00,6.6,6.6,3.1,78.36,0,0,,0,0,15.5,1.2,10,1025.2,6.1,16,0,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T08:00:00,7.3,7.3,3.6,77.24,0,0,,0,0,14.8,0.9,333,1025.7,10.5,16,39,0.1,0,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T09:00:00,8.9,8.9,4.1,71.63,0,0,,0,0,15.1,2.4,1,1025.8,10.5,16,198,0.7,2,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T10:00:00,11.2,11.2,3.6,59.46,0,0,,0,0,14,0,0,1025.9,14.1,16,371,1.3,4,,Clear,clear-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T11:00:00,12.9,12.9,2,47.42,0,0,,0,0,9.4,2.9,17,1025.4,25.4,16,495,1.8,5,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T12:00:00,14.7,14.7,-0.2,36.19,0,0,,0,0,5,4.5,22,1024.7,25.4,16,537,1.9,5,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T13:00:00,15.8,15.8,-0.9,31.83,0,0,,0,0,5.4,7.6,75,1023.8,34.2,16,519,1.9,5,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T14:00:00,16.4,16.4,-0.7,31.02,0,0,,0,0,8.6,6.6,11,1022.9,34.2,16,565,2,6,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T15:00:00,17.1,17.1,-0.8,29.62,0,0,,0,0,9.4,5,43,1022.1,34.2,16,460,1.7,5,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T16:00:00,17.1,17.1,-0.8,29.61,0,0,,0,0,10.1,7.1,50,1021.2,34.2,16,324,1.2,3,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T17:00:00,16.4,16.4,0.2,33.13,0,0,,0,0,10.1,3.3,51,1021,34.2,16,113,0.4,1,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T18:00:00,14.7,14.7,1.9,41.85,0,0,,0,0,13,3.3,343,1020.8,34.2,16,25,0.1,0,,Partially cloudy,partly-cloudy-night,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T19:00:00,13.8,13.8,0.8,41.23,0,0,,0,0,16.6,2.5,47,1020.8,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T20:00:00,13.2,13.2,3,49.94,0,0,,0,0,16.6,3,272,1021.1,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T21:00:00,12.9,12.9,5.2,59.85,0,0,,0,0,13.3,4,275,1020.9,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T22:00:00,12.5,12.5,6.5,67.17,0,0,,0,0,11.9,3,275,1020.9,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-30T23:00:00,12.8,12.8,7.8,71.75,0,0,,0,0,10.8,3.2,287,1020.7,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-31T00:00:00,12.7,12.7,8.8,77.45,0,0,,0,0,10.1,3,295,1020.2,35.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-31T01:00:00,12.1,12.1,8.5,78.85,0,0,,0,0,9.4,0,0,1020.3,88.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-31T02:00:00,12.1,12.1,8.3,77.59,0,0,,0,0,9.7,2.1,320,1019.5,34.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-31T03:00:00,11.4,11.4,8.1,80.15,0,0,,0,0,13.3,0,0,1019.5,27.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-31T04:00:00,11.8,11.8,9.1,83.61,0,0,,0,0,12.6,2.6,23,1018.8,95.7,16,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-31T05:00:00,11.8,11.8,8.7,81.14,0,0,,0,0,13,2.4,50,1018.7,98.2,16,0,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-31T06:00:00,11,11,8,81.81,0,0,,0,0,13.3,2.6,39,1018.5,35.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-31T07:00:00,11.2,11.2,8.6,84.13,0,0,,0,0,11.9,0.9,345,1018.8,42.1,14.2,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-31T08:00:00,11.4,11.4,8.6,83.38,0,0,,0,0,12.2,1.2,313,1019.1,95.7,14.8,22,0.1,0,,Overcast,cloudy,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-31T09:00:00,12,12,8.6,79.62,0,0,,0,0,13.3,3.3,32,1019.4,58.7,13.8,184,0.7,2,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2022-10-31T10:00:00,13.9,13.9,8.7,70.82,0,0,,0,0,10.4,0.9,331,1019,25.4,13.8,329,1.2,3,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
